idx,Continent,Country,Year,Coal,Oil,Gas,Cement,Flaring,Country Code
AFG1949,Asia,Afghanistan,1949,14.656,0.0,0.0,0.0,0.0,AFG
AFG1950,Asia,Afghanistan,1950,21.984,65.952,0.0,0.0,0.0,AFG
AFG1951,Asia,Afghanistan,1951,25.648,65.952,0.0,0.0,0.0,AFG
AFG1952,Asia,Afghanistan,1952,32.976,62.288,0.0,0.0,0.0,AFG
AFG1953,Asia,Afghanistan,1953,36.64,65.952,0.0,0.0,0.0,AFG
AFG1954,Asia,Afghanistan,1954,43.968,65.952,0.0,0.0,0.0,AFG
AFG1955,Asia,Afghanistan,1955,62.288,91.6,0.0,0.0,0.0,AFG
AFG1956,Asia,Afghanistan,1956,62.288,120.912,0.0,0.0,0.0,AFG
AFG1957,Asia,Afghanistan,1957,76.944,216.176,0.0,0.0,0.0,AFG
AFG1958,Asia,Afghanistan,1958,91.6,238.16,0.0,0.0,0.0,AFG
AFG1959,Asia,Afghanistan,1959,109.92,256.48,0.0,18.32,0.0,AFG
AFG1960,Asia,Afghanistan,1960,128.24,271.136,0.0,18.32,0.0,AFG
AFG1961,Asia,Afghanistan,1961,175.872,293.12,0.0,21.984,0.0,AFG
AFG1962,Asia,Afghanistan,1962,296.784,362.736,0.0,29.312,0.0,AFG
AFG1963,Asia,Afghanistan,1963,263.808,392.048,0.0,51.296,0.0,AFG
AFG1964,Asia,Afghanistan,1964,300.448,476.32,0.0,62.288,0.0,AFG
AFG1965,Asia,Afghanistan,1965,381.056,542.272,0.0,84.272,0.0,AFG
AFG1966,Asia,Afghanistan,1966,428.688,575.248,0.0,87.936,0.0,AFG
AFG1967,Asia,Afghanistan,1967,399.376,556.928,260.144,65.952,0.0,AFG
AFG1968,Asia,Afghanistan,1968,333.424,498.304,348.08,47.632,0.0,AFG
AFG1969,Asia,Afghanistan,1969,362.736,527.616,0.0,51.296,0.0,AFG
AFG1970,Asia,Afghanistan,1970,436.016,670.512,216.176,47.632,296.784,AFG
AFG1971,Asia,Afghanistan,1971,359.072,747.456,439.68,43.968,304.112,AFG
AFG1972,Asia,Afghanistan,1972,190.528,626.544,300.448,47.632,366.4,AFG
AFG1973,Asia,Afghanistan,1973,311.44,703.488,333.424,69.616,223.504,AFG
AFG1974,Asia,Afghanistan,1974,304.112,769.44,399.376,73.28,366.4,AFG
AFG1975,Asia,Afghanistan,1975,399.376,875.696,476.32,73.28,304.112,AFG
AFG1976,Asia,Afghanistan,1976,425.024,883.024,300.448,84.272,293.12,AFG
AFG1977,Asia,Afghanistan,1977,450.672,974.624,512.96,69.616,381.056,AFG
AFG1978,Asia,Afghanistan,1978,575.248,934.32,300.448,62.288,282.128,AFG
AFG1979,Asia,Afghanistan,1979,351.744,1165.152,384.72,69.616,267.472,AFG
AFG1980,Asia,Afghanistan,1980,315.104,923.328,186.864,25.648,304.112,AFG
AFG1981,Asia,Afghanistan,1981,333.424,1014.928,304.112,36.64,293.12,AFG
AFG1982,Asia,Afghanistan,1982,384.72,992.944,395.712,43.968,282.128,AFG
AFG1983,Asia,Afghanistan,1983,384.72,1220.112,615.552,7.328,293.12,AFG
AFG1984,Asia,Afghanistan,1984,392.048,1132.176,930.656,54.96,315.104,AFG
AFG1985,Asia,Afghanistan,1985,399.376,1546.208,1190.8,36.64,329.76,AFG
AFG1986,Asia,Afghanistan,1986,425.024,1139.504,1201.792,43.968,329.76,AFG
AFG1987,Asia,Afghanistan,1987,443.344,2015.2,392.048,51.296,223.504,AFG
AFG1988,Asia,Afghanistan,1988,366.4,1821.008,439.68,51.296,186.864,AFG
AFG1989,Asia,Afghanistan,1989,337.088,1864.976,479.984,51.296,40.304,AFG
AFG1990,Asia,Afghanistan,1990,278.464,1850.32,403.04,54.96,25.648,AFG
AFG1991,Asia,Afghanistan,1991,249.152,1718.416,388.384,54.96,25.648,AFG
AFG1992,Asia,Afghanistan,1992,21.984,926.992,362.736,58.624,21.984,AFG
AFG1993,Asia,Afghanistan,1993,18.32,894.016,351.744,58.624,21.984,AFG
AFG1994,Asia,Afghanistan,1994,14.656,857.376,337.088,58.624,21.984,AFG
AFG1995,Asia,Afghanistan,1995,14.656,824.4,322.432,58.624,21.984,AFG
AFG1996,Asia,Afghanistan,1996,7.328,780.432,307.776,58.624,21.984,AFG
AFG1997,Asia,Afghanistan,1997,3.664,725.472,282.128,58.624,21.984,AFG
AFG1998,Asia,Afghanistan,1998,3.664,688.832,263.808,58.624,21.984,AFG
AFG1999,Asia,Afghanistan,1999,3.664,494.64,241.824,58.624,21.984,AFG
AFG2000,Asia,Afghanistan,2000,3.664,498.304,223.504,25.648,21.984,AFG
AFG2001,Asia,Afghanistan,2001,69.616,490.976,208.848,25.648,21.984,AFG
AFG2002,Asia,Afghanistan,2002,54.96,439.68,545.936,29.312,0.0,AFG
AFG2003,Asia,Afghanistan,2003,91.6,600.896,465.328,36.64,0.0,AFG
AFG2004,Asia,Afghanistan,2004,91.6,593.568,227.168,36.64,0.0,AFG
AFG2005,Asia,Afghanistan,2005,106.256,861.04,329.76,29.312,0.0,AFG
AFG2006,Asia,Afghanistan,2006,161.216,1135.84,329.76,25.648,0.0,AFG
AFG2007,Asia,Afghanistan,2007,747.456,1198.128,307.776,14.656,0.0,AFG
AFG2008,Asia,Afghanistan,2008,1077.216,2810.288,296.784,18.32,0.0,AFG
AFG2009,Asia,Afghanistan,2009,1535.216,4942.736,271.136,14.656,0.0,AFG
AFG2010,Asia,Afghanistan,2010,2297.328,5866.064,271.136,18.32,0.0,AFG
AFG2011,Asia,Afghanistan,2011,4301.536,7602.8,307.776,18.32,0.0,AFG
AFG2012,Asia,Afghanistan,2012,3664.0,6756.416,307.776,18.32,0.0,AFG
AFG2013,Asia,Afghanistan,2013,3938.8,5745.152,296.784,25.648,0.0,AFG
AFG2014,Asia,Afghanistan,2014,4374.816,5103.952,271.136,51.296,0.0,AFG
ALB1933,Europe,Albania,1933,0.0,7.328,0.0,0.0,,ALB
ALB1934,Europe,Albania,1934,0.0,7.328,0.0,0.0,,ALB
ALB1935,Europe,Albania,1935,0.0,18.32,0.0,0.0,,ALB
ALB1936,Europe,Albania,1936,0.0,124.576,0.0,3.664,,ALB
ALB1937,Europe,Albania,1937,0.0,289.456,0.0,7.328,,ALB
ALB1938,Europe,Albania,1938,0.0,348.08,0.0,0.0,,ALB
ALB1939,Europe,Albania,1939,0.0,432.352,0.0,0.0,,ALB
ALB1940,Europe,Albania,1940,0.0,692.496,0.0,0.0,,ALB
ALB1941,Europe,Albania,1941,0.0,619.216,0.0,7.328,,ALB
ALB1942,Europe,Albania,1942,0.0,743.792,0.0,0.0,,ALB
ALB1943,Europe,Albania,1943,0.0,461.664,0.0,0.0,,ALB
ALB1944,Europe,Albania,1944,0.0,153.888,0.0,0.0,,ALB
ALB1945,Europe,Albania,1945,0.0,120.912,0.0,0.0,,ALB
ALB1946,Europe,Albania,1946,21.984,461.664,0.0,0.0,,ALB
ALB1947,Europe,Albania,1947,0.0,926.992,0.0,0.0,,ALB
ALB1948,Europe,Albania,1948,7.328,696.16,0.0,0.0,,ALB
ALB1949,Europe,Albania,1949,0.0,1014.928,0.0,0.0,,ALB
ALB1950,Europe,Albania,1950,43.968,249.152,0.0,7.328,0.0,ALB
ALB1951,Europe,Albania,1951,73.28,311.44,10.992,7.328,0.0,ALB
ALB1952,Europe,Albania,1952,76.944,282.128,10.992,7.328,0.0,ALB
ALB1953,Europe,Albania,1953,113.584,274.8,18.32,7.328,0.0,ALB
ALB1954,Europe,Albania,1954,157.552,307.776,29.312,7.328,0.0,ALB
ALB1955,Europe,Albania,1955,219.84,384.72,36.64,21.984,0.0,ALB
ALB1956,Europe,Albania,1956,249.152,509.296,47.632,32.976,0.0,ALB
ALB1957,Europe,Albania,1957,274.8,1135.84,58.624,36.64,0.0,ALB
ALB1958,Europe,Albania,1958,289.456,806.08,65.952,40.304,0.0,ALB
ALB1959,Europe,Albania,1959,337.088,992.944,76.944,36.64,0.0,ALB
ALB1960,Europe,Albania,1960,326.096,1575.52,84.272,36.64,0.0,ALB
ALB1961,Europe,Albania,1961,322.432,1817.344,84.272,58.624,0.0,ALB
ALB1962,Europe,Albania,1962,362.736,1956.576,84.272,58.624,0.0,ALB
ALB1963,Europe,Albania,1963,282.128,1648.8,84.272,65.952,0.0,ALB
ALB1964,Europe,Albania,1964,333.424,1535.216,84.272,62.288,0.0,ALB
ALB1965,Europe,Albania,1965,395.712,1623.152,84.272,73.28,0.0,ALB
ALB1966,Europe,Albania,1966,476.32,1897.952,102.592,69.616,0.0,ALB
ALB1967,Europe,Albania,1967,523.952,1916.272,128.24,109.92,0.0,ALB
ALB1968,Europe,Albania,1968,589.904,2183.744,146.56,150.224,0.0,ALB
ALB1969,Europe,Albania,1969,688.832,2220.384,168.544,164.88,0.0,ALB
ALB1970,Europe,Albania,1970,890.352,2480.528,186.864,179.536,0.0,ALB
ALB1971,Europe,Albania,1971,989.28,2938.528,241.824,179.536,0.0,ALB
ALB1972,Europe,Albania,1972,1080.88,4081.696,278.464,197.856,0.0,ALB
ALB1973,Europe,Albania,1973,1168.816,3495.456,366.4,256.48,0.0,ALB
ALB1974,Europe,Albania,1974,1209.12,2421.904,428.688,278.464,0.0,ALB
ALB1975,Europe,Albania,1975,1260.416,2454.88,553.264,322.432,0.0,ALB
ALB1976,Europe,Albania,1976,1271.408,2652.736,670.512,348.08,0.0,ALB
ALB1977,Europe,Albania,1977,1700.096,2945.856,699.824,373.728,0.0,ALB
ALB1978,Europe,Albania,1978,2125.12,3282.944,677.84,399.376,0.0,ALB
ALB1979,Europe,Albania,1979,2682.048,3773.92,707.152,421.36,0.0,ALB
ALB1980,Europe,Albania,1980,2322.976,1571.856,773.104,498.304,0.0,ALB
ALB1981,Europe,Albania,1981,2645.408,3495.456,806.08,392.048,0.0,ALB
ALB1982,Europe,Albania,1982,2879.904,3143.712,864.704,414.032,0.0,ALB
ALB1983,Europe,Albania,1983,3103.408,3129.056,974.624,417.696,0.0,ALB
ALB1984,Europe,Albania,1984,3400.192,2945.856,1044.24,428.688,0.0,ALB
ALB1985,Europe,Albania,1985,3722.624,2755.328,970.96,425.024,0.0,ALB
ALB1986,Europe,Albania,1986,3707.968,2868.912,1051.568,421.36,0.0,ALB
ALB1987,Europe,Albania,1987,3733.616,2821.28,450.672,428.688,0.0,ALB
ALB1988,Europe,Albania,1988,4015.744,2575.792,355.408,370.064,0.0,ALB
ALB1989,Europe,Albania,1989,4056.048,4096.352,447.008,377.392,0.0,ALB
ALB1990,Europe,Albania,1990,2498.848,2172.752,465.328,373.728,0.0,ALB
ALB1991,Europe,Albania,1991,1480.256,2227.712,274.8,300.448,0.0,ALB
ALB1992,Europe,Albania,1992,798.752,1414.304,197.856,98.928,0.0,ALB
ALB1993,Europe,Albania,1993,600.896,1480.256,157.552,98.928,0.0,ALB
ALB1994,Europe,Albania,1994,168.544,1604.832,98.928,51.296,0.0,ALB
ALB1995,Europe,Albania,1995,161.216,1773.376,51.296,98.928,0.0,ALB
ALB1996,Europe,Albania,1996,113.584,1755.056,43.968,102.592,0.0,ALB
ALB1997,Europe,Albania,1997,43.968,1410.64,36.64,51.296,0.0,ALB
ALB1998,Europe,Albania,1998,54.96,1626.816,32.976,40.304,0.0,ALB
ALB1999,Europe,Albania,1999,109.92,2788.304,29.312,51.296,0.0,ALB
ALB2000,Europe,Albania,2000,69.616,2843.264,21.984,87.936,0.0,ALB
ALB2001,Europe,Albania,2001,80.608,3125.392,14.656,0.0,0.0,ALB
ALB2002,Europe,Albania,2002,84.272,3638.352,25.648,0.0,0.0,ALB
ALB2003,Europe,Albania,2003,84.272,3891.168,25.648,289.456,0.0,ALB
ALB2004,Europe,Albania,2004,84.272,3759.264,32.976,285.792,0.0,ALB
ALB2005,Europe,Albania,2005,73.28,3913.152,21.984,245.488,0.0,ALB
ALB2006,Europe,Albania,2006,73.28,3543.088,21.984,260.144,0.0,ALB
ALB2007,Europe,Albania,2007,73.28,3378.208,32.976,443.344,0.0,ALB
ALB2008,Europe,Albania,2008,102.592,3795.904,14.656,458.0,0.0,ALB
ALB2009,Europe,Albania,2009,388.384,3414.848,18.32,553.264,0.0,ALB
ALB2010,Europe,Albania,2010,428.688,3491.792,25.648,648.528,0.0,ALB
ALB2011,Europe,Albania,2011,534.944,3773.92,29.312,897.68,0.0,ALB
ALB2012,Europe,Albania,2012,626.544,3154.704,29.312,1095.536,0.0,ALB
ALB2013,Europe,Albania,2013,549.6,3330.576,32.976,1146.832,0.0,ALB
ALB2014,Europe,Albania,2014,699.824,3858.192,58.624,1095.536,0.0,ALB
DZA1900,Africa,Algeria,1900,0.0,0.0,0.0,0.0,,DZA
DZA1901,Africa,Algeria,1901,0.0,0.0,0.0,0.0,,DZA
DZA1902,Africa,Algeria,1902,0.0,0.0,0.0,0.0,,DZA
DZA1903,Africa,Algeria,1903,0.0,0.0,0.0,0.0,,DZA
DZA1904,Africa,Algeria,1904,0.0,0.0,0.0,0.0,,DZA
DZA1905,Africa,Algeria,1905,0.0,0.0,0.0,0.0,,DZA
DZA1916,Africa,Algeria,1916,0.0,3.664,0.0,0.0,,DZA
DZA1917,Africa,Algeria,1917,3.664,3.664,0.0,0.0,,DZA
DZA1918,Africa,Algeria,1918,14.656,3.664,0.0,0.0,,DZA
DZA1919,Africa,Algeria,1919,18.32,3.664,0.0,0.0,,DZA
DZA1920,Africa,Algeria,1920,18.32,3.664,0.0,0.0,,DZA
DZA1921,Africa,Algeria,1921,25.648,0.0,0.0,0.0,,DZA
DZA1922,Africa,Algeria,1922,25.648,3.664,0.0,0.0,,DZA
DZA1923,Africa,Algeria,1923,10.992,3.664,0.0,0.0,,DZA
DZA1924,Africa,Algeria,1924,25.648,7.328,0.0,0.0,,DZA
DZA1925,Africa,Algeria,1925,25.648,7.328,0.0,0.0,,DZA
DZA1926,Africa,Algeria,1926,36.64,3.664,0.0,0.0,,DZA
DZA1927,Africa,Algeria,1927,54.96,3.664,0.0,0.0,,DZA
DZA1928,Africa,Algeria,1928,43.968,3.664,0.0,25.648,,DZA
DZA1929,Africa,Algeria,1929,43.968,10.992,0.0,29.312,,DZA
DZA1930,Africa,Algeria,1930,43.968,7.328,0.0,32.976,,DZA
DZA1931,Africa,Algeria,1931,54.96,3.664,0.0,36.64,,DZA
DZA1932,Africa,Algeria,1932,65.952,3.664,0.0,43.968,,DZA
DZA1933,Africa,Algeria,1933,80.608,3.664,0.0,36.64,,DZA
DZA1934,Africa,Algeria,1934,91.6,0.0,0.0,47.632,,DZA
DZA1935,Africa,Algeria,1935,102.592,0.0,0.0,32.976,,DZA
DZA1936,Africa,Algeria,1936,18.32,0.0,0.0,32.976,,DZA
DZA1937,Africa,Algeria,1937,36.64,0.0,0.0,32.976,,DZA
DZA1938,Africa,Algeria,1938,32.976,0.0,0.0,0.0,,DZA
DZA1939,Africa,Algeria,1939,51.296,0.0,109.92,0.0,,DZA
DZA1940,Africa,Algeria,1940,146.56,0.0,91.6,0.0,,DZA
DZA1941,Africa,Algeria,1941,212.512,0.0,98.928,0.0,,DZA
DZA1942,Africa,Algeria,1942,392.048,0.0,106.256,0.0,,DZA
DZA1943,Africa,Algeria,1943,311.44,0.0,117.248,40.304,,DZA
DZA1944,Africa,Algeria,1944,318.768,3.664,131.904,47.632,,DZA
DZA1945,Africa,Algeria,1945,428.688,0.0,135.568,51.296,,DZA
DZA1946,Africa,Algeria,1946,571.584,0.0,135.568,58.624,,DZA
DZA1947,Africa,Algeria,1947,545.936,0.0,135.568,62.288,,DZA
DZA1948,Africa,Algeria,1948,600.896,0.0,139.232,65.952,,DZA
DZA1949,Africa,Algeria,1949,703.488,0.0,139.232,62.288,,DZA
DZA1950,Africa,Algeria,1950,1883.296,1740.4,0.0,161.216,0.0,DZA
DZA1951,Africa,Algeria,1951,2040.848,1868.64,0.0,223.504,0.0,DZA
DZA1952,Africa,Algeria,1952,1842.992,1806.352,0.0,241.824,0.0,DZA
DZA1953,Africa,Algeria,1953,1546.208,2194.736,0.0,256.48,0.0,DZA
DZA1954,Africa,Algeria,1954,1483.92,2341.296,0.0,329.76,0.0,DZA
DZA1955,Africa,Algeria,1955,1593.84,2678.384,0.0,337.088,0.0,DZA
DZA1956,Africa,Algeria,1956,1762.384,2912.88,0.0,326.096,0.0,DZA
DZA1957,Africa,Algeria,1957,1974.896,3209.664,0.0,355.408,0.0,DZA
DZA1958,Africa,Algeria,1958,1810.016,2986.16,0.0,421.36,0.0,DZA
DZA1959,Africa,Algeria,1959,1461.936,3722.624,0.0,476.32,0.0,DZA
DZA1960,Africa,Algeria,1960,1256.752,4371.152,0.0,527.616,0.0,DZA
DZA1961,Africa,Algeria,1961,765.776,4312.528,450.672,534.944,0.0,DZA
DZA1962,Africa,Algeria,1962,406.704,4136.656,688.832,436.016,0.0,DZA
DZA1963,Africa,Algeria,1963,252.816,4125.664,604.56,439.68,0.0,DZA
DZA1964,Africa,Algeria,1964,282.128,3781.248,1190.8,392.048,0.0,DZA
DZA1965,Africa,Algeria,1965,263.808,4176.96,1777.04,370.064,0.0,DZA
DZA1966,Africa,Algeria,1966,271.136,5972.32,1850.32,329.76,0.0,DZA
DZA1967,Africa,Algeria,1967,190.528,6093.232,1791.696,362.736,0.0,DZA
DZA1968,Africa,Algeria,1968,201.52,6532.912,1883.296,432.352,0.0,DZA
DZA1969,Africa,Algeria,1969,450.672,7870.272,2476.864,472.656,0.0,DZA
DZA1970,Africa,Algeria,1970,970.96,6837.024,135.568,461.664,6657.488,DZA
DZA1971,Africa,Algeria,1971,901.344,7617.456,674.176,479.984,8980.464,DZA
DZA1972,Africa,Algeria,1972,648.528,7258.384,3136.384,461.664,16821.424,DZA
DZA1973,Africa,Algeria,1973,820.736,9376.176,3147.376,501.968,24435.216,DZA
DZA1974,Africa,Algeria,1974,699.824,9607.008,2451.216,468.992,18653.424,DZA
DZA1975,Africa,Algeria,1975,791.424,11292.448,4459.088,472.656,14993.088,DZA
DZA1976,Africa,Algeria,1976,586.24,11035.968,6063.92,696.16,20760.224,DZA
DZA1977,Africa,Algeria,1977,604.56,13868.24,3605.376,886.688,22892.672,DZA
DZA1978,Africa,Algeria,1978,571.584,13164.752,23856.304,1344.688,23541.2,DZA
DZA1979,Africa,Algeria,1979,894.016,15359.488,8167.056,1879.632,19283.632,DZA
DZA1980,Africa,Algeria,1980,1608.496,18620.448,25479.456,2070.16,18686.4,DZA
DZA1981,Africa,Algeria,1981,1908.944,18155.12,11164.208,2224.048,12944.912,DZA
DZA1982,Africa,Algeria,1982,1974.896,18642.432,7170.448,2191.072,9258.928,DZA
DZA1983,Africa,Algeria,1983,3147.376,22020.64,16608.912,2396.256,8405.216,DZA
DZA1984,Africa,Algeria,1984,4026.736,22768.096,30510.128,2758.992,10981.008,DZA
DZA1985,Africa,Algeria,1985,3077.76,22504.288,27699.84,3037.456,16407.392,DZA
DZA1986,Africa,Algeria,1986,2726.016,22760.768,33085.92,3216.992,14425.168,DZA
DZA1987,Africa,Algeria,1987,2967.84,25091.072,40117.136,3759.264,12116.848,DZA
DZA1988,Africa,Algeria,1988,2975.168,27285.808,38973.968,3587.056,11061.616,DZA
DZA1989,Africa,Algeria,1989,2986.16,25153.36,36672.976,3396.528,11772.432,DZA
DZA1990,Africa,Algeria,1990,2942.192,23204.112,38908.016,3158.368,8694.672,DZA
DZA1991,Africa,Algeria,1991,2689.376,26065.696,38428.032,3147.376,8654.368,DZA
DZA1992,Africa,Algeria,1992,2377.936,28678.128,31931.76,3187.68,13897.552,DZA
DZA1993,Africa,Algeria,1993,1923.6,27992.96,36097.728,3187.68,12941.248,DZA
DZA1994,Africa,Algeria,1994,2286.336,30451.504,37387.456,3019.136,13205.056,DZA
DZA1995,Africa,Algeria,1995,1934.592,27080.624,47221.632,3400.192,15579.328,DZA
DZA1996,Africa,Algeria,1996,1406.976,27406.72,50566.864,3238.976,14399.52,DZA
DZA1997,Africa,Algeria,1997,1381.328,30019.152,39006.944,3535.76,13325.968,DZA
DZA1998,Africa,Algeria,1998,2110.464,33089.584,54641.232,3737.28,13333.296,DZA
DZA1999,Africa,Algeria,1999,2172.752,22189.184,50922.272,3737.28,12952.24,DZA
DZA2000,Africa,Algeria,2000,1967.568,30865.536,39710.432,4136.656,11109.248,DZA
DZA2001,Africa,Algeria,2001,2095.808,28458.288,41029.472,4136.656,8430.864,DZA
DZA2002,Africa,Algeria,2002,2608.768,29495.2,44653.168,4484.736,8592.08,DZA
DZA2003,Africa,Algeria,2003,2788.304,31942.752,44026.624,4484.736,8258.656,DZA
DZA2004,Africa,Algeria,2004,1923.6,32818.448,41209.008,5481.344,7005.568,DZA
DZA2005,Africa,Algeria,2005,2363.28,31052.4,61210.784,6379.024,6184.832,DZA
DZA2006,Africa,Algeria,2006,2700.368,35233.024,49306.448,7324.336,6422.992,DZA
DZA2007,Africa,Algeria,2007,3011.808,38321.776,51076.16,7914.24,8991.456,DZA
DZA2008,Africa,Algeria,2008,3008.144,37361.808,51548.816,8669.024,9526.4,DZA
DZA2009,Africa,Algeria,2009,1593.84,44891.328,54894.048,9335.872,10585.296,DZA
DZA2010,Africa,Algeria,2010,1216.448,45363.984,53366.16,9519.072,9610.672,DZA
DZA2011,Africa,Algeria,2011,1047.904,46921.184,56722.384,9467.776,6932.288,DZA
DZA2012,Africa,Algeria,2012,1036.912,48540.672,64116.336,9467.776,6723.44,DZA
DZA2013,Africa,Algeria,2013,725.472,51918.88,65450.032,9218.624,7042.208,DZA
DZA2014,Africa,Algeria,2014,545.936,52842.208,73833.264,10464.384,7595.472,DZA
AND1990,Europe,Andorra,1990,0.0,406.704,0.0,0.0,0.0,AND
AND1991,Europe,Andorra,1991,0.0,406.704,0.0,0.0,0.0,AND
AND1992,Europe,Andorra,1992,0.0,406.704,0.0,0.0,0.0,AND
AND1993,Europe,Andorra,1993,0.0,410.368,0.0,0.0,0.0,AND
AND1994,Europe,Andorra,1994,0.0,406.704,0.0,0.0,0.0,AND
AND1995,Europe,Andorra,1995,0.0,425.024,0.0,0.0,0.0,AND
AND1996,Europe,Andorra,1996,0.0,454.336,0.0,0.0,0.0,AND
AND1997,Europe,Andorra,1997,0.0,465.328,0.0,0.0,0.0,AND
AND1998,Europe,Andorra,1998,0.0,490.976,0.0,0.0,0.0,AND
AND1999,Europe,Andorra,1999,0.0,512.96,0.0,0.0,0.0,AND
AND2000,Europe,Andorra,2000,0.0,523.952,0.0,0.0,0.0,AND
AND2001,Europe,Andorra,2001,0.0,523.952,0.0,0.0,0.0,AND
AND2002,Europe,Andorra,2002,0.0,531.28,0.0,0.0,0.0,AND
AND2003,Europe,Andorra,2003,0.0,534.944,0.0,0.0,0.0,AND
AND2004,Europe,Andorra,2004,0.0,560.592,0.0,0.0,0.0,AND
AND2005,Europe,Andorra,2005,0.0,575.248,0.0,0.0,0.0,AND
AND2006,Europe,Andorra,2006,0.0,545.936,0.0,0.0,0.0,AND
AND2007,Europe,Andorra,2007,0.0,538.608,0.0,0.0,0.0,AND
AND2008,Europe,Andorra,2008,0.0,538.608,0.0,0.0,0.0,AND
AND2009,Europe,Andorra,2009,0.0,516.624,0.0,0.0,0.0,AND
AND2010,Europe,Andorra,2010,0.0,516.624,0.0,0.0,0.0,AND
AND2011,Europe,Andorra,2011,0.0,490.976,0.0,0.0,0.0,AND
AND2012,Europe,Andorra,2012,0.0,487.312,0.0,0.0,0.0,AND
AND2013,Europe,Andorra,2013,0.0,476.32,0.0,0.0,0.0,AND
AND2014,Europe,Andorra,2014,0.0,461.664,0.0,0.0,0.0,AND
AGO1950,Africa,Angola,1950,58.624,124.576,0.0,0.0,0.0,AGO
AGO1951,Africa,Angola,1951,95.264,153.888,0.0,0.0,0.0,AGO
AGO1952,Africa,Angola,1952,120.912,190.528,0.0,0.0,0.0,AGO
AGO1953,Africa,Angola,1953,69.616,190.528,0.0,14.656,0.0,AGO
AGO1954,Africa,Angola,1954,76.944,252.816,0.0,21.984,0.0,AGO
AGO1955,Africa,Angola,1955,84.272,293.12,0.0,36.64,0.0,AGO
AGO1956,Africa,Angola,1956,40.304,417.696,0.0,43.968,0.0,AGO
AGO1957,Africa,Angola,1957,80.608,472.656,0.0,65.952,0.0,AGO
AGO1958,Africa,Angola,1958,43.968,465.328,0.0,84.272,0.0,AGO
AGO1959,Africa,Angola,1959,54.96,487.312,0.0,76.944,0.0,AGO
AGO1960,Africa,Angola,1960,124.576,348.08,0.0,80.608,0.0,AGO
AGO1961,Africa,Angola,1961,62.288,311.44,0.0,76.944,0.0,AGO
AGO1962,Africa,Angola,1962,91.6,1007.6,0.0,84.272,0.0,AGO
AGO1963,Africa,Angola,1963,21.984,1033.248,0.0,95.264,0.0,AGO
AGO1964,Africa,Angola,1964,76.944,1040.576,0.0,106.256,0.0,AGO
AGO1965,Africa,Angola,1965,54.96,1011.264,0.0,120.912,0.0,AGO
AGO1966,Africa,Angola,1966,87.936,1333.696,0.0,131.904,0.0,AGO
AGO1967,Africa,Angola,1967,54.96,798.752,0.0,139.232,0.0,AGO
AGO1968,Africa,Angola,1968,102.592,1417.968,0.0,153.888,0.0,AGO
AGO1969,Africa,Angola,1969,91.6,2498.848,0.0,190.528,0.0,AGO
AGO1970,Africa,Angola,1970,47.632,1744.064,84.272,223.504,1483.92,AGO
AGO1971,Africa,Angola,1971,29.312,1645.136,84.272,263.808,1388.656,AGO
AGO1972,Africa,Angola,1972,7.328,2476.864,109.92,311.44,1601.168,AGO
AGO1973,Africa,Angola,1973,21.984,2509.84,124.576,384.72,1835.664,AGO
AGO1974,Africa,Angola,1974,0.0,2451.216,131.904,377.392,1912.608,AGO
AGO1975,Africa,Angola,1975,0.0,2180.08,124.576,326.096,1780.704,AGO
AGO1976,Africa,Angola,1976,0.0,1934.592,109.92,150.224,1088.208,AGO
AGO1977,Africa,Angola,1977,0.0,1073.552,135.568,150.224,2172.752,AGO
AGO1978,Africa,Angola,1978,0.0,2678.384,135.568,197.856,2396.256,AGO
AGO1979,Africa,Angola,1979,0.0,2769.984,135.568,197.856,2396.256,AGO
AGO1980,Africa,Angola,1980,0.0,2656.4,146.56,120.912,2414.576,AGO
AGO1981,Africa,Angola,1981,0.0,2762.656,172.208,124.576,2216.72,AGO
AGO1982,Africa,Angola,1982,0.0,2158.096,172.208,124.576,2194.736,AGO
AGO1983,Africa,Angola,1983,0.0,2535.488,197.856,109.92,2268.016,AGO
AGO1984,Africa,Angola,1984,0.0,2290.0,219.84,175.872,2315.648,AGO
AGO1985,Africa,Angola,1985,0.0,1960.24,219.84,175.872,2341.296,AGO
AGO1986,Africa,Angola,1986,0.0,1868.64,245.488,175.872,2366.944,AGO
AGO1987,Africa,Angola,1987,0.0,2923.872,296.784,175.872,2414.576,AGO
AGO1988,Africa,Angola,1988,0.0,1905.28,300.448,498.304,2421.904,AGO
AGO1989,Africa,Angola,1989,0.0,1744.064,318.768,498.304,2440.224,AGO
AGO1990,Africa,Angola,1990,0.0,2476.864,1011.264,128.24,1498.576,AGO
AGO1991,Africa,Angola,1991,0.0,2282.672,1084.544,128.24,1593.84,AGO
AGO1992,Africa,Angola,1992,0.0,2290.0,1066.224,150.224,1685.44,AGO
AGO1993,Africa,Angola,1993,0.0,2967.84,1047.904,124.576,1630.48,AGO
AGO1994,Africa,Angola,1994,0.0,1297.056,970.96,120.912,1498.576,AGO
AGO1995,Africa,Angola,1995,0.0,8416.208,1047.904,98.928,1403.312,AGO
AGO1996,Africa,Angola,1996,0.0,7038.544,1047.904,135.568,2227.712,AGO
AGO1997,Africa,Angola,1997,0.0,3330.576,1066.224,150.224,2828.608,AGO
AGO1998,Africa,Angola,1998,0.0,2762.656,1084.544,175.872,3279.28,AGO
