idx,Continent,Country,Year,Coal,Oil,Gas,Cement,Flaring,Country Code
VGB1995,North America,British Virgin Islands,1995,0.0,84.272,0.0,0.0,0.0,VGB
VGB1996,North America,British Virgin Islands,1996,0.0,95.264,0.0,0.0,0.0,VGB
VGB1997,North America,British Virgin Islands,1997,0.0,98.928,0.0,0.0,0.0,VGB
VGB1998,North America,British Virgin Islands,1998,0.0,102.592,0.0,0.0,0.0,VGB
VGB1999,North America,British Virgin Islands,1999,0.0,102.592,0.0,0.0,0.0,VGB
VGB2000,North America,British Virgin Islands,2000,0.0,102.592,0.0,0.0,0.0,VGB
VGB2001,North America,British Virgin Islands,2001,0.0,106.256,0.0,0.0,0.0,VGB
VGB2002,North America,British Virgin Islands,2002,0.0,113.584,0.0,0.0,0.0,VGB
VGB2003,North America,British Virgin Islands,2003,0.0,120.912,0.0,0.0,0.0,VGB
VGB2004,North America,British Virgin Islands,2004,0.0,124.576,0.0,0.0,0.0,VGB
VGB2005,North America,British Virgin Islands,2005,0.0,131.904,0.0,0.0,0.0,VGB
VGB2006,North America,British Virgin Islands,2006,0.0,142.896,0.0,0.0,0.0,VGB
VGB2007,North America,British Virgin Islands,2007,0.0,150.224,0.0,0.0,0.0,VGB
VGB2008,North America,British Virgin Islands,2008,0.0,161.216,0.0,0.0,0.0,VGB
VGB2009,North America,British Virgin Islands,2009,0.0,164.88,0.0,0.0,0.0,VGB
VGB2010,North America,British Virgin Islands,2010,0.0,172.208,0.0,0.0,0.0,VGB
VGB2011,North America,British Virgin Islands,2011,0.0,175.872,0.0,0.0,0.0,VGB
VGB2012,North America,British Virgin Islands,2012,0.0,175.872,0.0,0.0,0.0,VGB
VGB2013,North America,British Virgin Islands,2013,0.0,175.872,0.0,0.0,0.0,VGB
VGB2014,North America,British Virgin Islands,2014,0.0,179.536,0.0,0.0,0.0,VGB
BRN1930,Asia,Brunei,1930,0.0,0.0,0.0,0.0,,BRN
BRN1931,Asia,Brunei,1931,0.0,0.0,0.0,0.0,,BRN
BRN1932,Asia,Brunei,1932,0.0,0.0,0.0,0.0,,BRN
BRN1933,Asia,Brunei,1933,0.0,0.0,3.664,0.0,,BRN
BRN1934,Asia,Brunei,1934,0.0,0.0,43.968,0.0,,BRN
BRN1935,Asia,Brunei,1935,0.0,0.0,25.648,0.0,,BRN
BRN1936,Asia,Brunei,1936,0.0,21.984,54.96,0.0,,BRN
BRN1937,Asia,Brunei,1937,0.0,43.968,161.216,0.0,,BRN
BRN1938,Asia,Brunei,1938,0.0,32.976,183.2,0.0,,BRN
BRN1939,Asia,Brunei,1939,0.0,2396.256,230.832,0.0,,BRN
BRN1940,Asia,Brunei,1940,0.0,2667.392,296.784,0.0,,BRN
BRN1941,Asia,Brunei,1941,0.0,1905.28,62.288,0.0,,BRN
BRN1942,Asia,Brunei,1942,0.0,1245.76,0.0,0.0,,BRN
BRN1943,Asia,Brunei,1943,0.0,1872.304,0.0,0.0,,BRN
BRN1944,Asia,Brunei,1944,0.0,2495.184,0.0,0.0,,BRN
BRN1945,Asia,Brunei,1945,0.0,919.664,0.0,0.0,,BRN
BRN1946,Asia,Brunei,1946,0.0,890.352,54.96,0.0,,BRN
BRN1947,Asia,Brunei,1947,0.0,5301.808,51.296,0.0,,BRN
BRN1948,Asia,Brunei,1948,0.0,10.992,73.28,0.0,,BRN
BRN1949,Asia,Brunei,1949,0.0,10295.84,1172.48,0.0,,BRN
BRN1950,Asia,Brunei,1950,0.0,153.888,260.144,0.0,0.0,BRN
BRN1951,Asia,Brunei,1951,0.0,32.976,267.472,0.0,0.0,BRN
BRN1952,Asia,Brunei,1952,0.0,51.296,271.136,0.0,0.0,BRN
BRN1953,Asia,Brunei,1953,0.0,76.944,267.472,0.0,0.0,BRN
BRN1954,Asia,Brunei,1954,0.0,84.272,271.136,0.0,0.0,BRN
BRN1955,Asia,Brunei,1955,0.0,32.976,267.472,0.0,0.0,BRN
BRN1956,Asia,Brunei,1956,0.0,29.312,271.136,0.0,0.0,BRN
BRN1957,Asia,Brunei,1957,0.0,29.312,263.808,0.0,0.0,BRN
BRN1958,Asia,Brunei,1958,0.0,21.984,300.448,0.0,0.0,BRN
BRN1959,Asia,Brunei,1959,0.0,29.312,300.448,0.0,0.0,BRN
BRN1960,Asia,Brunei,1960,0.0,29.312,304.112,0.0,0.0,BRN
BRN1961,Asia,Brunei,1961,0.0,29.312,274.8,0.0,0.0,BRN
BRN1962,Asia,Brunei,1962,0.0,73.28,293.12,0.0,0.0,BRN
BRN1963,Asia,Brunei,1963,0.0,54.96,300.448,0.0,0.0,BRN
BRN1964,Asia,Brunei,1964,0.0,73.28,267.472,0.0,0.0,BRN
BRN1965,Asia,Brunei,1965,0.0,10.992,326.096,0.0,0.0,BRN
BRN1966,Asia,Brunei,1966,0.0,201.52,289.456,0.0,0.0,BRN
BRN1967,Asia,Brunei,1967,0.0,142.896,293.12,0.0,0.0,BRN
BRN1968,Asia,Brunei,1968,0.0,142.896,285.792,0.0,0.0,BRN
BRN1969,Asia,Brunei,1969,0.0,164.88,322.432,0.0,0.0,BRN
BRN1970,Asia,Brunei,1970,0.0,190.528,388.384,0.0,7624.784,BRN
BRN1971,Asia,Brunei,1971,0.0,260.144,362.736,0.0,6888.32,BRN
BRN1972,Asia,Brunei,1972,0.0,219.84,736.464,0.0,8496.816,BRN
BRN1973,Asia,Brunei,1973,0.0,249.152,861.04,0.0,8866.88,BRN
BRN1974,Asia,Brunei,1974,0.0,293.12,1366.672,0.0,6521.92,BRN
BRN1975,Asia,Brunei,1975,0.0,300.448,1516.896,0.0,5257.84,BRN
BRN1976,Asia,Brunei,1976,0.0,337.088,1022.256,0.0,4656.944,BRN
BRN1977,Asia,Brunei,1977,0.0,443.344,1788.032,0.0,4154.976,BRN
BRN1978,Asia,Brunei,1978,0.0,542.272,3601.712,0.0,5389.744,BRN
BRN1979,Asia,Brunei,1979,0.0,637.536,3473.472,0.0,3323.248,BRN
BRN1980,Asia,Brunei,1980,3.664,674.176,2901.888,0.0,3297.6,BRN
BRN1981,Asia,Brunei,1981,0.0,0.0,1183.472,0.0,875.696,BRN
BRN1982,Asia,Brunei,1982,0.0,0.0,1176.144,0.0,1483.92,BRN
BRN1983,Asia,Brunei,1983,0.0,0.0,1311.712,0.0,1421.632,BRN
BRN1984,Asia,Brunei,1984,0.0,655.856,1095.536,0.0,161.216,BRN
BRN1985,Asia,Brunei,1985,0.0,1223.776,1234.768,0.0,135.568,BRN
BRN1986,Asia,Brunei,1986,0.0,1319.04,941.648,0.0,32.976,BRN
BRN1987,Asia,Brunei,1987,0.0,1190.8,2077.488,0.0,47.632,BRN
BRN1988,Asia,Brunei,1988,0.0,1601.168,4063.376,0.0,47.632,BRN
BRN1989,Asia,Brunei,1989,0.0,1575.52,4719.232,0.0,47.632,BRN
BRN1990,Asia,Brunei,1990,0.0,1538.88,4590.992,0.0,58.624,BRN
BRN1991,Asia,Brunei,1991,0.0,1637.808,2465.872,0.0,1201.792,BRN
BRN1992,Asia,Brunei,1992,0.0,1260.416,2802.96,0.0,1143.168,BRN
BRN1993,Asia,Brunei,1993,0.0,1604.832,2769.984,0.0,589.904,BRN
BRN1994,Asia,Brunei,1994,0.0,1352.016,2627.088,0.0,710.816,BRN
BRN1995,Asia,Brunei,1995,0.0,1088.208,2733.344,0.0,959.968,BRN
BRN1996,Asia,Brunei,1996,0.0,1194.464,2824.944,124.576,725.472,BRN
BRN1997,Asia,Brunei,1997,0.0,1278.736,2931.2,124.576,721.808,BRN
BRN1998,Asia,Brunei,1998,0.0,1421.632,3048.448,106.256,688.832,BRN
BRN1999,Asia,Brunei,1999,0.0,1546.208,1667.12,102.592,589.904,BRN
BRN2000,Asia,Brunei,2000,0.0,839.056,3044.784,117.248,707.152,BRN
BRN2001,Asia,Brunei,2001,0.0,901.344,2905.552,113.584,582.576,BRN
BRN2002,Asia,Brunei,2002,0.0,718.144,2850.592,120.912,685.168,BRN
BRN2003,Asia,Brunei,2003,0.0,839.056,2901.888,117.248,732.8,BRN
BRN2004,Asia,Brunei,2004,0.0,1007.6,3242.64,120.912,622.88,BRN
BRN2005,Asia,Brunei,2005,0.0,1058.896,3282.944,131.904,527.616,BRN
BRN2006,Asia,Brunei,2006,0.0,970.96,3238.976,120.912,527.616,BRN
BRN2007,Asia,Brunei,2007,0.0,1846.656,5939.344,98.928,523.952,BRN
BRN2008,Asia,Brunei,2008,0.0,2055.504,6492.608,120.912,443.344,BRN
BRN2009,Asia,Brunei,2009,0.0,1755.056,5598.592,109.92,395.712,BRN
BRN2010,Asia,Brunei,2010,0.0,1590.176,6126.208,135.568,344.416,BRN
BRN2011,Asia,Brunei,2011,0.0,1956.576,7287.696,142.896,300.448,BRN
BRN2012,Asia,Brunei,2012,0.0,2066.496,7115.488,164.88,315.104,BRN
BRN2013,Asia,Brunei,2013,0.0,1656.128,5624.24,168.544,348.08,BRN
BRN2014,Asia,Brunei,2014,0.0,1689.104,6771.072,175.872,465.328,BRN
BGR1879,Europe,Bulgaria,1879,0.0,0.0,0.0,0.0,,BGR
BGR1880,Europe,Bulgaria,1880,0.0,0.0,0.0,0.0,,BGR
BGR1881,Europe,Bulgaria,1881,3.664,0.0,0.0,0.0,,BGR
BGR1882,Europe,Bulgaria,1882,3.664,0.0,0.0,0.0,,BGR
BGR1883,Europe,Bulgaria,1883,7.328,0.0,0.0,0.0,,BGR
BGR1884,Europe,Bulgaria,1884,10.992,0.0,0.0,0.0,,BGR
BGR1885,Europe,Bulgaria,1885,7.328,0.0,0.0,0.0,,BGR
BGR1886,Europe,Bulgaria,1886,7.328,0.0,0.0,0.0,,BGR
BGR1887,Europe,Bulgaria,1887,10.992,0.0,0.0,0.0,,BGR
BGR1888,Europe,Bulgaria,1888,18.32,0.0,0.0,0.0,,BGR
BGR1889,Europe,Bulgaria,1889,25.648,0.0,0.0,0.0,,BGR
BGR1890,Europe,Bulgaria,1890,32.976,0.0,0.0,0.0,,BGR
BGR1891,Europe,Bulgaria,1891,40.304,0.0,0.0,0.0,,BGR
BGR1892,Europe,Bulgaria,1892,47.632,0.0,0.0,0.0,,BGR
BGR1893,Europe,Bulgaria,1893,62.288,0.0,0.0,0.0,,BGR
BGR1894,Europe,Bulgaria,1894,80.608,0.0,0.0,0.0,,BGR
BGR1895,Europe,Bulgaria,1895,84.272,0.0,0.0,0.0,,BGR
BGR1896,Europe,Bulgaria,1896,106.256,0.0,0.0,0.0,,BGR
BGR1897,Europe,Bulgaria,1897,109.92,0.0,0.0,0.0,,BGR
BGR1898,Europe,Bulgaria,1898,146.56,0.0,0.0,0.0,,BGR
BGR1899,Europe,Bulgaria,1899,146.56,0.0,0.0,0.0,,BGR
BGR1900,Europe,Bulgaria,1900,216.176,0.0,0.0,0.0,,BGR
BGR1901,Europe,Bulgaria,1901,271.136,0.0,0.0,0.0,,BGR
BGR1902,Europe,Bulgaria,1902,238.16,0.0,0.0,0.0,,BGR
BGR1903,Europe,Bulgaria,1903,234.496,0.0,0.0,0.0,,BGR
BGR1904,Europe,Bulgaria,1904,300.448,0.0,0.0,0.0,,BGR
BGR1905,Europe,Bulgaria,1905,359.072,0.0,0.0,0.0,,BGR
BGR1906,Europe,Bulgaria,1906,315.104,0.0,0.0,0.0,,BGR
BGR1907,Europe,Bulgaria,1907,454.336,0.0,0.0,0.0,,BGR
BGR1908,Europe,Bulgaria,1908,597.232,0.0,0.0,0.0,,BGR
BGR1909,Europe,Bulgaria,1909,604.56,0.0,0.0,0.0,,BGR
BGR1910,Europe,Bulgaria,1910,633.872,0.0,0.0,0.0,,BGR
BGR1911,Europe,Bulgaria,1911,897.68,0.0,0.0,0.0,,BGR
BGR1912,Europe,Bulgaria,1912,897.68,0.0,0.0,0.0,,BGR
BGR1913,Europe,Bulgaria,1913,787.76,0.0,0.0,0.0,,BGR
BGR1914,Europe,Bulgaria,1914,1183.472,0.0,0.0,0.0,,BGR
BGR1915,Europe,Bulgaria,1915,762.112,0.0,0.0,0.0,,BGR
BGR1916,Europe,Bulgaria,1916,923.328,0.0,0.0,0.0,,BGR
BGR1917,Europe,Bulgaria,1917,1139.504,0.0,0.0,0.0,,BGR
BGR1918,Europe,Bulgaria,1918,1421.632,0.0,0.0,0.0,,BGR
BGR1919,Europe,Bulgaria,1919,835.392,0.0,0.0,0.0,,BGR
BGR1920,Europe,Bulgaria,1920,1099.2,0.0,0.0,0.0,,BGR
BGR1921,Europe,Bulgaria,1921,1366.672,0.0,0.0,0.0,,BGR
BGR1922,Europe,Bulgaria,1922,1509.568,0.0,0.0,0.0,,BGR
BGR1923,Europe,Bulgaria,1923,1604.832,0.0,0.0,0.0,,BGR
BGR1924,Europe,Bulgaria,1924,1842.992,0.0,0.0,0.0,,BGR
BGR1925,Europe,Bulgaria,1925,1810.016,0.0,0.0,0.0,,BGR
BGR1926,Europe,Bulgaria,1926,1780.704,0.0,0.0,0.0,,BGR
BGR1927,Europe,Bulgaria,1927,1817.344,0.0,0.0,0.0,,BGR
BGR1928,Europe,Bulgaria,1928,2084.816,0.0,0.0,54.96,,BGR
BGR1929,Europe,Bulgaria,1929,2407.248,0.0,0.0,76.944,,BGR
BGR1930,Europe,Bulgaria,1930,2315.648,0.0,0.0,87.936,,BGR
BGR1931,Europe,Bulgaria,1931,2224.048,0.0,0.0,51.296,,BGR
BGR1932,Europe,Bulgaria,1932,2568.464,0.0,0.0,69.616,,BGR
BGR1933,Europe,Bulgaria,1933,2286.336,0.0,0.0,58.624,,BGR
BGR1934,Europe,Bulgaria,1934,2385.264,0.0,0.0,58.624,,BGR
BGR1935,Europe,Bulgaria,1935,2421.904,0.0,0.0,51.296,,BGR
BGR1936,Europe,Bulgaria,1936,2458.544,0.0,0.0,54.96,,BGR
BGR1937,Europe,Bulgaria,1937,2722.352,0.0,0.0,65.952,,BGR
BGR1938,Europe,Bulgaria,1938,3081.424,0.0,0.0,87.936,,BGR
BGR1939,Europe,Bulgaria,1939,3392.864,0.0,0.0,87.936,,BGR
BGR1940,Europe,Bulgaria,1940,4100.016,0.0,0.0,0.0,,BGR
BGR1941,Europe,Bulgaria,1941,4422.448,0.0,0.0,0.0,,BGR
BGR1942,Europe,Bulgaria,1942,5349.44,0.0,0.0,0.0,,BGR
BGR1943,Europe,Bulgaria,1943,5811.104,0.0,0.0,0.0,,BGR
BGR1944,Europe,Bulgaria,1944,4327.184,0.0,0.0,62.288,,BGR
BGR1945,Europe,Bulgaria,1945,5089.296,0.0,0.0,120.912,,BGR
BGR1946,Europe,Bulgaria,1946,4975.712,0.0,0.0,0.0,,BGR
BGR1947,Europe,Bulgaria,1947,5910.032,0.0,0.0,0.0,,BGR
BGR1948,Europe,Bulgaria,1948,6060.256,0.0,0.0,161.216,,BGR
BGR1949,Europe,Bulgaria,1949,7452.576,0.0,0.0,0.0,,BGR
BGR1950,Europe,Bulgaria,1950,6653.824,542.272,0.0,300.448,0.0,BGR
BGR1951,Europe,Bulgaria,1951,7225.408,630.208,0.0,315.104,0.0,BGR
BGR1952,Europe,Bulgaria,1952,8372.24,721.808,0.0,337.088,0.0,BGR
BGR1953,Europe,Bulgaria,1953,9423.808,817.072,0.0,348.08,0.0,BGR
BGR1954,Europe,Bulgaria,1954,10079.664,926.992,0.0,388.384,0.0,BGR
BGR1955,Europe,Bulgaria,1955,10588.96,1102.864,0.0,403.04,0.0,BGR
BGR1956,Europe,Bulgaria,1956,11215.504,1330.032,0.0,428.688,0.0,BGR
BGR1957,Europe,Bulgaria,1957,12387.984,1564.528,0.0,439.68,0.0,BGR
BGR1958,Europe,Bulgaria,1958,13622.752,1542.544,0.0,465.328,0.0,BGR
BGR1959,Europe,Bulgaria,1959,16711.504,2202.064,0.0,714.48,0.0,BGR
BGR1960,Europe,Bulgaria,1960,18624.112,2857.92,0.0,791.424,0.0,BGR
BGR1961,Europe,Bulgaria,1961,21430.736,3649.344,0.0,872.032,0.0,BGR
BGR1962,Europe,Bulgaria,1962,24728.336,5041.664,0.0,941.648,0.0,BGR
BGR1963,Europe,Bulgaria,1963,26783.84,6499.936,0.0,1099.2,0.0,BGR
BGR1964,Europe,Bulgaria,1964,32118.624,9423.808,0.0,1286.064,0.0,BGR
BGR1965,Europe,Bulgaria,1965,33910.32,10904.064,124.576,1337.36,0.0,BGR
BGR1966,Europe,Bulgaria,1966,34745.712,12373.328,186.864,1421.632,0.0,BGR
BGR1967,Europe,Bulgaria,1967,37698.896,15179.952,567.92,1670.784,0.0,BGR
BGR1968,Europe,Bulgaria,1968,39296.4,17557.888,875.696,1751.392,0.0,BGR
BGR1969,Europe,Bulgaria,1969,41135.728,22507.952,908.672,1769.712,0.0,BGR
BGR1970,Europe,Bulgaria,1970,33126.224,25413.504,824.4,1828.336,0.0,BGR
BGR1971,Europe,Bulgaria,1971,32140.608,29605.12,567.92,1934.592,0.0,BGR
BGR1972,Europe,Bulgaria,1972,32807.456,30979.12,381.056,1949.248,0.0,BGR
BGR1973,Europe,Bulgaria,1973,33536.592,32770.816,384.72,2081.152,0.0,BGR
BGR1974,Europe,Bulgaria,1974,33137.216,35086.464,839.056,2139.776,0.0,BGR
BGR1975,Europe,Bulgaria,1975,34397.632,34207.104,2224.048,2172.752,0.0,BGR
BGR1976,Europe,Bulgaria,1976,31715.584,35280.656,3891.168,2172.752,0.0,BGR
BGR1977,Europe,Bulgaria,1977,31627.648,36991.744,4964.72,2322.976,0.0,BGR
BGR1978,Europe,Bulgaria,1978,33892.0,39593.184,5294.48,2564.8,0.0,BGR
BGR1979,Europe,Bulgaria,1979,34972.88,35760.64,5664.544,2693.04,0.0,BGR
BGR1980,Europe,Bulgaria,1980,36574.048,30935.152,7247.392,2671.056,0.0,BGR
BGR1981,Europe,Bulgaria,1981,37134.64,32539.984,7892.256,2711.36,0.0,BGR
BGR1982,Europe,Bulgaria,1982,39109.536,39402.656,8749.632,2795.632,0.0,BGR
BGR1983,Europe,Bulgaria,1983,39028.928,39252.432,9200.304,2813.952,0.0,BGR
BGR1984,Europe,Bulgaria,1984,39149.84,35998.8,9291.904,2850.592,0.0,BGR
BGR1985,Europe,Bulgaria,1985,41099.088,36779.232,8951.152,2638.08,0.0,BGR
BGR1986,Europe,Bulgaria,1986,41003.824,38171.552,9434.8,2839.6,0.0,BGR
BGR1987,Europe,Bulgaria,1987,41773.264,36269.936,10783.152,2737.008,0.0,BGR
BGR1988,Europe,Bulgaria,1988,37907.744,34287.712,12263.408,2758.992,0.0,BGR
BGR1989,Europe,Bulgaria,1989,38578.256,34595.488,11021.312,2476.864,0.0,BGR
BGR1990,Europe,Bulgaria,1990,35903.536,25058.096,11112.912,2348.624,0.0,BGR
BGR1991,Europe,Bulgaria,1991,29784.656,17026.608,9508.08,1183.472,0.0,BGR
BGR1992,Europe,Bulgaria,1992,30235.328,14491.12,8372.24,1062.56,0.0,BGR
BGR1993,Europe,Bulgaria,1993,32243.2,26739.872,7826.304,1000.272,0.0,BGR
BGR1994,Europe,Bulgaria,1994,29447.568,16008.016,7709.056,952.64,0.0,BGR
BGR1995,Europe,Bulgaria,1995,29766.336,17719.104,9438.464,1033.248,0.0,BGR
BGR1996,Europe,Bulgaria,1996,29982.512,14762.256,10702.544,1066.224,0.0,BGR
BGR1997,Europe,Bulgaria,1997,30561.424,11717.472,8467.504,824.4,0.0,BGR
BGR1998,Europe,Bulgaria,1998,28736.752,12193.792,7159.456,868.368,0.0,BGR
BGR1999,Europe,Bulgaria,1999,25384.192,11387.712,6148.192,1025.92,0.0,BGR
BGR2000,Europe,Bulgaria,2000,25149.696,10537.664,6708.784,1099.2,0.0,BGR
BGR2001,Europe,Bulgaria,2001,28564.544,10544.992,6269.104,1040.576,0.0,BGR
BGR2002,Europe,Bulgaria,2002,26098.672,11933.648,5503.328,1066.224,0.0,BGR
BGR2003,Europe,Bulgaria,2003,28465.616,12032.576,5723.168,1047.904,0.0,BGR
BGR2004,Europe,Bulgaria,2004,28216.464,11376.72,5704.848,1465.6,0.0,BGR
BGR2005,Europe,Bulgaria,2005,26739.872,12919.264,6415.664,1802.688,0.0,BGR
BGR2006,Europe,Bulgaria,2006,26985.36,13285.664,6639.168,2040.848,0.0,BGR
BGR2007,Europe,Bulgaria,2007,30381.888,12739.728,6888.32,2198.4,0.0,BGR
BGR2008,Europe,Bulgaria,2008,29594.128,12113.184,6668.48,2319.312,0.0,BGR
BGR2009,Europe,Bulgaria,2009,24790.624,11578.24,4946.4,1319.04,0.0,BGR
BGR2010,Europe,Bulgaria,2010,26688.576,11145.888,5265.168,978.288,0.0,BGR
BGR2011,Europe,Bulgaria,2011,32016.032,10339.808,6019.952,930.656,0.0,BGR
BGR2012,Europe,Bulgaria,2012,27403.056,10915.056,5609.584,743.792,0.0,BGR
BGR2013,Europe,Bulgaria,2013,23178.464,9999.056,5488.672,901.344,0.0,BGR
BGR2014,Europe,Bulgaria,2014,24992.144,11057.952,5408.064,923.328,0.0,BGR
BFA1958,Africa,Burkina Faso,1958,0.0,3.664,0.0,0.0,0.0,BFA
BFA1959,Africa,Burkina Faso,1959,0.0,7.328,0.0,0.0,0.0,BFA
BFA1960,Africa,Burkina Faso,1960,0.0,43.968,0.0,0.0,0.0,BFA
BFA1961,Africa,Burkina Faso,1961,0.0,91.6,0.0,0.0,0.0,BFA
BFA1962,Africa,Burkina Faso,1962,0.0,84.272,0.0,0.0,0.0,BFA
BFA1963,Africa,Burkina Faso,1963,0.0,87.936,0.0,0.0,0.0,BFA
BFA1964,Africa,Burkina Faso,1964,0.0,109.92,0.0,0.0,0.0,BFA
BFA1965,Africa,Burkina Faso,1965,0.0,102.592,0.0,0.0,0.0,BFA
BFA1966,Africa,Burkina Faso,1966,0.0,102.592,0.0,0.0,0.0,BFA
BFA1967,Africa,Burkina Faso,1967,0.0,102.592,0.0,0.0,0.0,BFA
BFA1968,Africa,Burkina Faso,1968,0.0,102.592,0.0,0.0,0.0,BFA
BFA1969,Africa,Burkina Faso,1969,0.0,120.912,0.0,0.0,0.0,BFA
BFA1970,Africa,Burkina Faso,1970,0.0,142.896,0.0,0.0,0.0,BFA
BFA1971,Africa,Burkina Faso,1971,0.0,150.224,0.0,0.0,0.0,BFA
BFA1972,Africa,Burkina Faso,1972,0.0,161.216,0.0,0.0,0.0,BFA
BFA1973,Africa,Burkina Faso,1973,0.0,168.544,0.0,0.0,0.0,BFA
BFA1974,Africa,Burkina Faso,1974,0.0,205.184,0.0,0.0,0.0,BFA
BFA1975,Africa,Burkina Faso,1975,0.0,219.84,0.0,0.0,0.0,BFA
BFA1976,Africa,Burkina Faso,1976,0.0,208.848,0.0,0.0,0.0,BFA
BFA1977,Africa,Burkina Faso,1977,0.0,249.152,0.0,0.0,0.0,BFA
BFA1978,Africa,Burkina Faso,1978,0.0,348.08,0.0,0.0,0.0,BFA
BFA1979,Africa,Burkina Faso,1979,0.0,406.704,0.0,0.0,0.0,BFA
BFA1980,Africa,Burkina Faso,1980,0.0,432.352,0.0,0.0,0.0,BFA
BFA1981,Africa,Burkina Faso,1981,0.0,556.928,0.0,0.0,0.0,BFA
BFA1982,Africa,Burkina Faso,1982,0.0,575.248,0.0,0.0,0.0,BFA
BFA1983,Africa,Burkina Faso,1983,0.0,593.568,0.0,0.0,0.0,BFA
BFA1984,Africa,Burkina Faso,1984,0.0,465.328,0.0,0.0,0.0,BFA
BFA1985,Africa,Burkina Faso,1985,0.0,476.32,0.0,0.0,0.0,BFA
BFA1986,Africa,Burkina Faso,1986,0.0,479.984,0.0,0.0,0.0,BFA
BFA1987,Africa,Burkina Faso,1987,0.0,516.624,0.0,0.0,0.0,BFA
BFA1988,Africa,Burkina Faso,1988,0.0,553.264,0.0,0.0,0.0,BFA
BFA1989,Africa,Burkina Faso,1989,0.0,820.736,0.0,0.0,0.0,BFA
BFA1990,Africa,Burkina Faso,1990,0.0,582.576,0.0,0.0,0.0,BFA
BFA1991,Africa,Burkina Faso,1991,0.0,626.544,0.0,0.0,0.0,BFA
BFA1992,Africa,Burkina Faso,1992,0.0,630.208,0.0,0.0,0.0,BFA
BFA1993,Africa,Burkina Faso,1993,0.0,626.544,0.0,0.0,0.0,BFA
BFA1994,Africa,Burkina Faso,1994,0.0,644.864,0.0,0.0,0.0,BFA
BFA1995,Africa,Burkina Faso,1995,0.0,611.888,0.0,14.656,0.0,BFA
BFA1996,Africa,Burkina Faso,1996,0.0,692.496,0.0,14.656,0.0,BFA
BFA1997,Africa,Burkina Faso,1997,0.0,787.76,0.0,18.32,0.0,BFA
BFA1998,Africa,Burkina Faso,1998,0.0,842.72,0.0,18.32,0.0,BFA
BFA1999,Africa,Burkina Faso,1999,0.0,842.72,0.0,87.936,0.0,BFA
BFA2000,Africa,Burkina Faso,2000,0.0,989.28,0.0,51.296,0.0,BFA
BFA2001,Africa,Burkina Faso,2001,0.0,970.96,0.0,25.648,0.0,BFA
BFA2002,Africa,Burkina Faso,2002,0.0,989.28,0.0,14.656,0.0,BFA
BFA2003,Africa,Burkina Faso,2003,0.0,1062.56,0.0,14.656,0.0,BFA
BFA2004,Africa,Burkina Faso,2004,0.0,1088.208,0.0,14.656,0.0,BFA
BFA2005,Africa,Burkina Faso,2005,0.0,1110.192,0.0,14.656,0.0,BFA
BFA2006,Africa,Burkina Faso,2006,0.0,1344.688,0.0,14.656,0.0,BFA
BFA2007,Africa,Burkina Faso,2007,0.0,1630.48,0.0,14.656,0.0,BFA
BFA2008,Africa,Burkina Faso,2008,0.0,1681.776,0.0,234.496,0.0,BFA
BFA2009,Africa,Burkina Faso,2009,0.0,1648.8,0.0,282.128,0.0,BFA
BFA2010,Africa,Burkina Faso,2010,0.0,1667.12,0.0,293.12,0.0,BFA
BFA2011,Africa,Burkina Faso,2011,0.0,1916.272,0.0,293.12,0.0,BFA
BFA2012,Africa,Burkina Faso,2012,0.0,2297.328,0.0,329.76,0.0,BFA
BFA2013,Africa,Burkina Faso,2013,0.0,2766.32,0.0,289.456,0.0,BFA
BFA2014,Africa,Burkina Faso,2014,0.0,2645.408,0.0,201.52,0.0,BFA
BDI1962,Africa,Burundi,1962,0.0,43.968,0.0,0.0,0.0,BDI
BDI1963,Africa,Burundi,1963,0.0,47.632,0.0,0.0,0.0,BDI
BDI1964,Africa,Burundi,1964,0.0,47.632,0.0,0.0,0.0,BDI
BDI1965,Africa,Burundi,1965,0.0,36.64,0.0,0.0,0.0,BDI
BDI1966,Africa,Burundi,1966,0.0,47.632,0.0,0.0,0.0,BDI
BDI1967,Africa,Burundi,1967,0.0,47.632,0.0,0.0,0.0,BDI
BDI1968,Africa,Burundi,1968,0.0,54.96,0.0,0.0,0.0,BDI
BDI1969,Africa,Burundi,1969,0.0,73.28,0.0,0.0,0.0,BDI
BDI1970,Africa,Burundi,1970,0.0,62.288,0.0,0.0,0.0,BDI
BDI1971,Africa,Burundi,1971,0.0,73.28,0.0,0.0,0.0,BDI
BDI1972,Africa,Burundi,1972,0.0,69.616,0.0,0.0,0.0,BDI
BDI1973,Africa,Burundi,1973,0.0,69.616,0.0,0.0,0.0,BDI
BDI1974,Africa,Burundi,1974,0.0,87.936,0.0,0.0,0.0,BDI
BDI1975,Africa,Burundi,1975,0.0,76.944,0.0,0.0,0.0,BDI
BDI1976,Africa,Burundi,1976,0.0,84.272,0.0,0.0,0.0,BDI
BDI1977,Africa,Burundi,1977,0.0,98.928,0.0,0.0,0.0,BDI
BDI1978,Africa,Burundi,1978,3.664,102.592,0.0,0.0,0.0,BDI
BDI1979,Africa,Burundi,1979,3.664,106.256,0.0,0.0,0.0,BDI
BDI1980,Africa,Burundi,1980,7.328,142.896,0.0,0.0,0.0,BDI
BDI1981,Africa,Burundi,1981,7.328,150.224,0.0,0.0,0.0,BDI
